Phi1	Phi	Phi2	X	Y
2.43973	2.03437	6.13582	0	148
2.44236	2.03808	6.13906	2	148
2.75985	0.48691	2.85307	4	148
2.44069	2.03371	6.13791	6	148
2.44183	2.03355	6.13795	8	148
2.75658	0.48311	2.86028	10	148
2.76291	0.48858	2.8525	12	148
2.75844	0.48514	2.85279	14	148
4.11161	0.86192	2.44356	16	148
4.123	0.86326	5.56923	18	148
3.38467	1.67857	5.87848	20	148
3.38692	1.68435	5.87798	22	148
3.39229	1.67706	5.87885	24	148
3.3862	1.68072	5.87996	26	148
1.98821	2.02417	2.31896	28	148
0.04579	2.24075	4.12963	30	148
2.01633	2.00705	3.91193	32	148
2.01767	2.00753	3.90958	34	148
2.02188	2.00663	3.91233	36	148
2.01935	2.00623	3.91216	38	148
2.01987	2.00608	3.91265	40	148
2.0137	2.00786	3.91024	42	148
2.01743	2.00472	3.91432	44	148
2.01774	2.00663	3.9114	46	148
2.02025	2.00546	3.91178	48	148
2.0252	2.00658	3.91654	50	148
2.03053	2.0075	3.91941	52	148
5.22228	1.17876	0.77972	54	148
3.18324	2.31864	5.80019	56	148
3.19136	2.32146	5.8137	58	148
3.66936	1.21104	5.07679	60	148
2.22287	1.91123	1.94784	62	148
2.21837	1.91273	1.94921	64	148
2.22169	1.91329	1.94606	66	148
2.22184	1.91339	1.9462	68	148
2.22182	1.91337	1.94616	70	148
2.2235	1.91394	1.94913	72	148
5.73034	2.19853	2.89411	74	148
5.73392	2.2	2.89999	76	148
5.74099	2.19953	2.90414	78	148
5.73709	2.19941	2.90161	80	148
5.73627	2.19653	2.90366	82	148
5.73722	2.19976	2.90471	84	148
5.73357	2.20078	2.89836	86	148
5.73852	2.2001	2.90475	88	148
5.73655	2.19821	2.90226	90	148
5.73093	2.19864	2.89698	92	148
5.71804	2.2006	2.89435	94	148
5.70998	2.18783	2.89977	96	148
2.62073	1.52349	3.08222	98	148
5.76727	1.621	3.19607	100	148
5.76554	1.61561	3.20033	102	148
5.76384	1.6183	3.19535	104	148
1.05572	1.51659	1.61738	106	148
1.0561	1.51896	1.62878	108	148
6.28148	0.98328	2.58927	110	148
6.2793	0.97651	2.59454	112	148
6.28208	0.97736	2.5989	114	148
6.28127	0.98823	2.59368	116	148
6.28006	0.98367	2.59239	118	148
6.28004	0.98132	2.5968	120	148
6.27822	0.98817	2.59861	122	148
6.2824	0.983	2.58974	124	148
6.27686	0.9803	2.59176	126	148
6.27718	0.98227	2.59565	128	148
6.28261	0.97734	2.59084	130	148
6.28096	0.9814	2.5925	132	148
6.05604	1.78931	4.86186	134	148
6.05227	1.7703	4.86366	136	148
6.05518	1.77128	4.85734	138	148
6.05276	1.77167	4.85529	140	148
6.05405	1.77587	4.85457	142	148
6.05121	1.7691	4.85708	144	148
6.05418	1.776	4.85462	146	148
6.04975	1.76866	4.85671	148	148
6.05587	1.76958	4.85702	150	148
6.05479	1.76861	4.85862	152	148
6.06267	1.77277	4.85637	154	148
6.06198	1.77744	4.8522	156	148
4.09891	0.76982	2.3088	158	148
4.09989	0.7704	2.31647	160	148
4.11278	0.76011	2.30477	162	148
3.93174	1.0354	5.22495	164	148
3.97511	1.03952	5.19858	166	148
3.97567	1.04514	5.20031	168	148
3.98696	1.04558	5.19959	170	148
3.99837	1.04759	2.04074	172	148
3.98893	1.04708	2.04455	174	148
3.99693	1.04041	2.03899	176	148
3.29726	1.37571	5.35581	178	148
1.87327	2.2027	3.38543	180	148
1.86769	2.2006	3.38277	182	148
1.86181	2.20102	3.38239	184	148
1.86724	2.19987	3.38758	186	148
1.86527	2.20013	3.384	188	148
1.86376	2.19918	3.38271	190	148
1.86663	2.19781	3.38737	192	148
2.75488	0.48265	2.86021	0	150
2.44331	2.03558	6.13719	2	150
2.44158	2.03364	6.14004	4	150
2.44346	2.03602	6.13897	6	150
2.44497	2.0349	6.13902	8	150
2.43892	2.03484	6.13504	10	150
2.4379	2.04091	6.13296	12	150
2.76167	0.49043	2.85596	14	150
0.94867	1.44329	1.11241	16	150
1.85865	1.16658	3.021	18	150
3.38272	1.68541	5.87812	20	150
3.38702	1.68074	5.87764	22	150
3.38221	1.68497	5.87609	24	150
3.38434	1.68405	5.87654	26	150
1.97661	2.02918	3.88062	28	150
0.03621	2.23495	4.13094	30	150
2.01626	2.00903	3.9067	32	150
2.01692	2.00731	3.90867	34	150
2.01393	2.0085	3.90873	36	150
2.01919	2.00954	3.91543	38	150
2.01949	2.00977	3.91331	40	150
2.01883	2.01064	3.91239	42	150
2.02124	2.00517	3.91107	44	150
2.0202	2.00489	3.91241	46	150
2.02363	2.00629	3.92006	48	150
2.02112	2.00492	3.9227	50	150
2.0259	2.00904	3.91994	52	150
2.0424	1.99982	3.91964	54	150
2.03099	2.00359	3.91323	56	150
2.04085	1.98662	3.92014	58	150
5.37014	1.22842	1.19143	60	150
2.22192	1.91319	1.94618	62	150
2.22229	1.9131	1.94653	64	150
2.22299	1.91375	1.95032	66	150
2.22228	1.91298	1.94694	68	150
2.22218	1.9132	1.94647	70	150
2.22852	1.9142	1.95127	72	150
5.72334	2.20182	2.90131	74	150
5.73674	2.20041	2.90424	76	150
5.73566	2.19854	2.90124	78	150
5.73932	2.19861	2.9018	80	150
5.73945	2.19846	2.90217	82	150
5.74151	2.20058	2.90357	84	150
5.73815	2.20135	2.90058	86	150
5.73965	2.19899	2.90136	88	150
5.72844	2.20026	2.89795	90	150
5.72782	2.19969	2.89814	92	150
4.2133	1.15481	5.2745	94	150
6.02007	1.05557	1.08468	96	150
5.20657	2.45017	2.45599	98	150
1.04863	1.98923	4.14831	100	150
2.62775	1.52861	3.0811	102	150
2.62346	1.51969	3.08517	104	150
5.76642	1.6217	3.19683	106	150
1.0471	1.51804	1.62277	108	150
6.28309	0.97149	2.59193	110	150
6.27582	0.98011	2.60602	112	150
6.27637	0.97669	2.60264	114	150
4.3877	1.13052	5.3729	116	150
4.3941	1.1324	5.36601	118	150
6.27787	0.98743	2.60648	120	150
4.39457	1.13132	5.36668	122	150
6.27551	0.97683	2.60031	124	150
6.27837	0.98639	2.59826	126	150
6.27694	0.98468	2.59554	128	150
0.00287	0.97779	2.58839	130	150
6.04478	1.77839	3.29428	132	150
6.04773	1.77156	3.29466	134	150
6.05195	1.7673	4.86191	136	150
6.04857	1.77251	4.85743	138	150
6.04685	1.77272	4.85707	140	150
6.04981	1.77205	4.85787	142	150
6.0512	1.78249	4.8569	144	150
6.04765	1.77242	4.85668	146	150
6.05521	1.76922	4.85709	148	150
6.04929	1.77066	4.85756	150	150
6.06095	1.77722	4.85265	152	150
2.90725	1.37855	2.99609	154	150
4.1114	1.13388	4.98947	156	150
5.80285	1.32375	1.13216	158	150
4.11639	1.14272	4.98627	160	150
3.81968	1.00957	2.12532	162	150
3.81984	1.01697	2.1249	164	150
3.82822	1.01574	2.1235	166	150
3.82417	1.01147	2.1185	168	150
3.91714	1.02465	5.22112	170	150
3.89127	1.02013	5.22942	172	150
3.9665	1.04223	5.20592	174	150
3.98711	1.03854	5.18591	176	150
3.31045	1.37707	5.35735	178	150
3.30246	1.37875	5.3588	180	150
1.87297	2.20143	3.39191	182	150
1.86856	2.20011	3.38651	184	150
1.86504	2.20054	3.38626	186	150
1.86339	2.19839	3.38438	188	150
1.86357	2.1972	3.38482	190	150
1.86143	2.1983	3.38347	192	150
2.75486	0.48591	2.86298	0	152
2.75966	0.48532	2.85886	2	152
2.43845	2.03337	6.14051	4	152
2.44429	2.03473	6.13724	6	152
2.4375	2.03847	6.13338	8	152
2.43856	2.0381	6.12934	10	152
2.44009	2.0432	6.12955	12	152
2.75235	0.48897	2.86822	14	152
2.7576	0.48225	2.86665	16	152
3.37849	1.69278	5.872	18	152
3.38258	1.68511	5.87686	20	152
3.3829	1.67946	5.87754	22	152
3.38539	1.68113	5.87942	24	152
3.38268	1.67925	5.87762	26	152
3.38862	1.67906	5.87789	28	152
1.97813	2.02555	3.88779	30	152
0.04682	2.24074	4.13475	32	152
2.01445	2.00749	3.91021	34	152
2.01429	2.00719	3.90956	36	152
2.01856	2.00584	3.91206	38	152
2.02005	2.01028	3.91422	40	152
2.01759	2.00687	3.90929	42	152
2.02075	2.00621	3.92097	44	152
2.01942	2.00659	3.9085	46	152
2.0245	2.00832	3.91844	48	152
2.02102	2.00712	3.91818	50	152
2.02072	2.00911	3.91778	52	152
2.02362	2.01001	3.91916	54	152
2.02718	2.00372	3.91171	56	152
2.03467	1.99852	3.92778	58	152
5.36171	1.2277	1.1959	60	152
2.22282	1.91577	1.94641	62	152
2.22292	1.9125	1.94739	64	152
2.2218	1.9104	1.95222	66	152
2.2216	1.91324	1.94593	68	152
2.22157	1.91326	1.94688	70	152
2.23727	1.91489	1.94972	72	152
5.72757	2.20571	2.896	74	152
5.73094	2.20362	2.89973	76	152
5.73793	2.19956	2.90439	78	152
5.73488	2.20055	2.89959	80	152
5.74003	2.20043	2.90167	82	152
5.74092	2.19983	2.90299	84	152
5.73947	2.19881	2.90217	86	152
5.73188	2.20456	2.89553	88	152
5.72359	2.19966	2.89904	90	152
6.0384	1.06029	1.08817	92	152
4.19754	1.15391	5.28958	94	152
6.02637	1.05656	1.08315	96	152
5.20533	2.44798	2.45243	98	152
4.19498	1.15308	2.142	100	152
5.20278	2.44793	2.45433	102	152
5.18784	2.44102	2.43134	104	152
5.77216	1.61811	3.20171	106	152
5.7647	1.61404	3.20334	108	152
0.00284	0.97409	2.5982	110	152
6.2758	0.97797	2.60071	112	152
6.27731	0.98315	2.60452	114	152
6.27834	0.98634	2.60654	116	152
4.39742	1.13254	5.36687	118	152
6.27716	0.98431	2.60158	120	152
6.27867	0.98734	2.60844	122	152
6.2759	0.9876	2.60601	124	152
6.27736	0.98116	2.59408	126	152
6.279	0.97644	2.59791	128	152
6.27963	0.97763	2.59354	130	152
1.30658	1.41789	3.3436	132	152
6.05213	1.77249	4.86509	134	152
6.05241	1.77203	4.86302	136	152
6.04682	1.77965	4.85821	138	152
6.04788	1.77738	4.85798	140	152
6.04675	1.77096	4.85719	142	152
6.05065	1.76771	4.85807	144	152
6.04642	1.77721	4.85473	146	152
4.45367	1.71233	6.079	148	152
6.05046	1.77322	4.85797	150	152
5.81217	1.32935	1.11351	152	152
5.80506	1.32417	1.11705	154	152
5.80005	1.3174	1.12227	156	152
5.80155	1.32363	1.13153	158	152
5.8057	1.31626	1.13241	160	152
5.80381	1.31184	1.12551	162	152
3.82517	1.00986	2.11908	164	152
3.83119	1.01241	2.11573	166	152
3.83102	1.01176	5.2609	168	152
3.82537	1.01639	5.26734	170	152
3.82162	1.01816	2.13243	172	152
3.81684	1.01547	2.12452	174	152
3.81238	1.01344	2.13294	176	152
3.83365	1.01127	5.25848	178	152
3.29497	1.3827	5.35831	180	152
5.00343	0.9372	1.33592	182	152
1.86538	2.20227	3.38439	184	152
1.86159	2.20209	3.38183	186	152
1.86886	2.19967	3.384	188	152
1.86821	2.19729	3.38886	190	152
1.86033	2.2002	3.38101	192	152
2.76457	0.48655	2.85231	0	154
2.76264	0.48601	2.85631	2	154
2.44387	2.03573	6.13909	4	154
2.43995	2.03831	6.1346	6	154
2.43977	2.03568	6.14327	8	154
2.4335	2.04565	6.12924	10	154
5.5719	1.08493	3.28843	12	154
2.45762	2.03161	6.13842	14	154
4.11329	0.90951	2.26116	16	154
3.37611	1.68664	5.87466	18	154
3.38446	1.68512	5.87577	20	154
3.38645	1.68113	5.87714	22	154
3.38671	1.68094	5.87759	24	154
3.38562	1.6826	5.87827	26	154
3.38832	1.68405	5.87733	28	154
1.9645	2.03599	3.86456	30	154
0.03741	2.23471	4.13109	32	154
2.01757	2.00906	3.91167	34	154
2.01608	2.00914	3.90421	36	154
2.01221	2.0118	3.90544	38	154
2.01316	2.00913	3.90728	40	154
2.02254	2.00703	3.91918	42	154
2.02169	2.00699	3.91937	44	154
2.01929	2.01282	3.91313	46	154
2.01608	2.00861	3.90653	48	154
2.01972	2.00479	3.91251	50	154
2.01782	2.00673	3.90987	52	154
2.01924	2.01335	3.91421	54	154
2.02642	2.00692	3.92063	56	154
2.03367	2.0029	2.34754	58	154
5.36642	1.23148	1.1873	60	154
2.22142	1.91369	1.94932	62	154
2.22413	1.91502	1.94692	64	154
2.22102	1.91605	1.94866	66	154
2.21931	1.91433	1.94945	68	154
2.21575	1.91134	1.94334	70	154
4.11382	1.33049	4.94445	72	154
0.97786	1.81638	1.34182	74	154
5.72932	2.2001	2.89463	76	154
5.73117	2.20006	2.90213	78	154
5.73832	2.20122	2.90124	80	154
5.73932	2.19855	2.90189	82	154
5.73706	2.1971	2.90208	84	154
5.73745	2.20032	2.89931	86	154
5.72599	2.19998	2.89556	88	154
5.72341	2.19903	2.89558	90	154
4.203	1.15515	2.14664	92	154
4.19561	1.15125	2.14812	94	154
4.18851	1.15094	2.14969	96	154
4.20567	1.1568	5.28097	98	154
4.18949	1.15005	2.15049	100	154
4.19375	1.1476	2.1461	102	154
4.17996	1.14524	2.15501	104	154
5.20743	2.44277	2.4545	106	154
5.18361	2.45587	2.42655	108	154
6.0443	1.07276	2.64521	110	154
6.27233	0.97028	2.60072	112	154
6.27939	0.98499	2.60798	114	154
6.27798	0.9868	2.60753	116	154
6.27601	0.98735	2.60908	118	154
6.27696	0.98811	2.60788	120	154
6.28013	0.98985	2.61117	122	154
6.27463	0.98694	2.60912	124	154
6.27979	0.98427	2.60351	126	154
6.281	0.9644	2.59883	128	154
6.28086	0.956	2.59382	130	154
6.05215	1.77661	4.86227	132	154
5.40557	0.25198	2.19424	134	154
4.44797	1.71843	6.08455	136	154
6.05202	1.77343	4.85644	138	154
6.0519	1.78019	4.86286	140	154
4.45103	1.71229	6.08129	142	154
6.04445	1.77382	4.85692	144	154
6.04693	1.77008	4.85639	146	154
6.05114	1.77104	4.85618	148	154
2.90439	1.37396	2.99357	150	154
4.12499	1.13218	4.97779	152	154
4.11481	1.14056	4.98801	154	154
5.80456	1.31797	1.12296	156	154
5.80112	1.3176	1.12769	158	154
5.80347	1.31963	1.12728	160	154
5.80803	1.31103	1.12731	162	154
5.80803	1.31103	1.12731	164	154
2.56382	2.03456	2.20569	166	154
0.68848	2.13418	4.15655	168	154
3.82831	1.01082	2.1201	170	154
3.82641	1.01092	2.13111	172	154
3.82243	1.01795	2.1341	174	154
3.83028	1.0076	2.12339	176	154
3.82626	1.01054	5.26676	178	154
1.48275	0.67309	3.44957	180	154
1.86818	2.20897	1.81002	182	154
3.3114	1.35726	2.21614	184	154
1.8694	2.20317	3.38554	186	154
1.87973	2.20097	3.39723	188	154
1.87029	2.20053	3.38734	190	154
1.86624	2.20009	3.38608	192	154
2.76221	0.49179	2.8521	0	156
2.76301	0.48905	2.85768	2	156
2.43897	2.03683	6.13445	4	156
2.43359	2.04223	6.1378	6	156
2.44277	2.03532	6.13981	8	156
4.10777	0.90544	2.26047	10	156
4.10647	0.90483	2.26049	12	156
4.10726	0.90813	2.26332	14	156
4.10443	0.92044	2.27373	16	156
4.1132	0.91601	3.84089	18	156
3.37815	1.68443	5.87622	20	156
3.38575	1.68508	5.87662	22	156
3.38246	1.68452	5.87817	24	156
3.38233	1.68418	5.87825	26	156
3.38905	1.68076	5.87627	28	156
3.38539	1.68807	5.88158	30	156
1.97098	2.02887	3.87692	32	156
2.01356	2.00606	3.90873	34	156
2.01805	2.00897	3.90823	36	156
2.0223	2.00542	3.91329	38	156
2.01673	2.00896	3.90691	40	156
2.02019	2.00819	3.91547	42	156
2.01815	2.01087	3.91212	44	156
2.02028	2.00389	3.91308	46	156
2.01983	2.00462	3.91269	48	156
2.02142	2.00607	3.91189	50	156
2.02104	2.00432	3.91255	52	156
2.02003	2.00937	3.91723	54	156
2.02093	2.00839	3.9164	56	156
2.023	2.00611	3.91573	58	156
2.03675	2.0059	3.92787	60	156
2.22534	1.91536	1.94886	62	156
2.22479	1.91483	1.94822	64	156
2.22283	1.91447	1.94701	66	156
2.22003	1.9093	1.94403	68	156
4.11007	1.33506	4.9341	70	156
4.10813	1.33256	4.94741	72	156
5.73882	1.34906	1.32052	74	156
4.32778	1.34122	5.63493	76	156
5.72783	2.19897	2.89636	78	156
5.73528	2.2003	2.90115	80	156
5.74052	2.19912	2.90174	82	156
5.7386	2.19797	2.90307	84	156
5.73499	2.20007	2.8981	86	156
5.73146	2.1997	2.90225	88	156
6.02467	1.04512	1.08626	90	156
4.21091	1.15721	5.2805	92	156
6.03329	1.05985	1.09322	94	156
4.20221	1.15384	5.28006	96	156
4.19735	1.15346	2.14326	98	156
4.19231	1.15336	2.14661	100	156
4.19559	1.15347	2.1432	102	156
4.19618	1.1532	2.14632	104	156
4.18826	1.14588	2.15203	106	156
5.20351	2.44555	2.44841	108	156
6.02883	1.05903	1.07879	110	156
6.27646	0.98468	2.60811	112	156
0.00254	0.9846	2.60751	114	156
0.00056	0.98083	2.60792	116	156
0.00059	0.98369	2.60739	118	156
6.27352	0.97513	2.61369	120	156
6.27431	0.98321	2.61472	122	156
6.28246	0.97548	2.6085	124	156
6.282	0.96259	2.60771	126	156
6.28085	0.95814	2.59624	128	156
3.30114	1.42162	2.61286	130	156
1.98405	2.59292	4.99418	132	156
5.40622	0.25446	2.20218	134	156
5.40708	0.25384	2.1974	136	156
4.452	1.71381	6.07497	138	156
4.45082	1.71393	6.08182	140	156
4.45201	1.71233	6.08216	142	156
4.44615	1.71105	6.07877	144	156
4.44228	1.71446	6.08297	146	156
2.90379	1.37312	2.99878	148	156
5.81542	1.32544	1.11805	150	156
5.79801	1.32342	1.12634	152	156
5.80355	1.31696	1.12748	154	156
5.80571	1.32548	1.12587	156	156
5.80562	1.31625	1.12447	158	156
5.80036	1.3215	1.12738	160	156
4.11139	1.13721	4.99592	162	156
5.80063	1.31737	1.12287	164	156
3.81353	1.01313	2.12921	166	156
0.68534	2.13021	4.15964	168	156
3.83027	1.01069	2.12635	170	156
3.82614	1.0135	2.12842	172	156
0.68342	2.12902	4.15343	174	156
3.8319	1.01298	2.12947	176	156
3.8348	1.01783	2.13105	178	156
5.0072	0.93312	1.33273	180	156
2.95722	1.61535	2.56496	182	156
3.28113	1.38122	2.21727	184	156
3.29731	1.37173	2.22103	186	156
5.01872	0.94063	1.3244	188	156
1.87898	2.20131	3.39441	190	156
1.86726	2.20287	3.38524	192	156
2.76677	0.4917	2.8538	0	158
2.76529	0.4977	2.85302	2	158
2.75163	0.48839	2.86543	4	158
2.75515	0.49463	2.8575	6	158
0.96801	2.23685	2.45057	8	158
4.10672	0.90553	2.26462	10	158
4.10614	0.90285	2.26336	12	158
4.10198	0.90519	2.26542	14	158
4.10574	0.91785	2.27036	16	158
4.10719	0.90917	2.26292	18	158
4.09905	0.915	2.27268	20	158
3.37487	1.6812	5.874	22	158
3.38297	1.68745	5.87424	24	158
3.38862	1.67976	5.87614	26	158
3.38896	1.68072	5.87512	28	158
3.38076	1.67871	5.87376	30	158
3.3036	1.80096	5.63291	32	158
3.31637	1.80004	5.63575	34	158
2.01411	2.00812	3.91035	36	158
1.99262	2.01652	3.89586	38	158
2.00623	2.00713	3.91358	40	158
2.02081	2.00467	3.91867	42	158
2.01919	2.00726	3.90862	44	158
2.01566	2.00832	3.90559	46	158
2.02127	2.00806	3.91656	48	158
2.0271	2.00822	3.91956	50	158
2.02404	2.00572	3.91997	52	158
2.02234	2.00693	3.91897	54	158
2.02137	2.00809	3.91427	56	158
2.01566	2.0079	3.90754	58	158
2.01445	2.01184	3.91276	60	158
2.22133	1.9135	1.94475	62	158
2.22348	1.91584	1.948	64	158
2.22333	1.91634	1.94582	66	158
2.21438	1.9082	1.94589	68	158
4.10545	1.33101	4.94531	70	158
4.10901	1.33324	4.94343	72	158
4.11001	1.3352	4.94861	74	158
4.11208	1.33408	4.94693	76	158
5.73859	1.35198	1.31875	78	158
5.72283	2.2107	2.87691	80	158
5.72735	2.19824	2.89955	82	158
5.7394	2.20241	2.89859	84	158
4.21046	1.15578	5.28502	86	158
6.02982	1.04357	1.08615	88	158
4.21344	1.15705	5.28056	90	158
4.21172	1.15598	5.27848	92	158
4.20256	1.15243	5.27931	94	158
4.19666	1.15216	2.14603	96	158
4.1927	1.15339	2.14387	98	158
4.1931	1.15368	2.14785	100	158
4.20799	1.15349	5.2757	102	158
4.19534	1.15331	2.14426	104	158
4.20188	1.15374	5.27969	106	158
4.19967	1.15502	2.14669	108	158
4.20657	1.14588	5.27464	110	158
4.19668	1.14992	2.1425	112	158
4.21888	1.14373	5.26154	114	158
6.27508	0.98621	2.60872	116	158
6.2745	0.97605	2.61426	118	158
6.27503	0.98179	2.61606	120	158
0.00389	0.97209	2.6012	122	158
0.00435	0.97185	2.59545	124	158
0.0018	0.96772	2.60535	126	158
5.12776	0.54773	1.29014	128	158
1.98294	2.59376	4.99383	130	158
1.98368	2.59366	4.99444	132	158
1.98992	2.59377	4.99761	134	158
2.00498	2.59547	5.01474	136	158
3.31531	1.41761	2.61178	138	158
4.44374	1.71785	6.07692	140	158
4.44931	1.71338	6.08187	142	158
2.90327	1.37513	2.99479	144	158
2.90344	1.36998	2.99895	146	158
0.99371	2.01083	1.30644	148	158
4.71532	2.63641	0.53602	150	158
4.1179	1.14406	4.99163	152	158
5.80473	1.32132	1.12421	154	158
5.80614	1.32044	1.12773	156	158
5.80127	1.32396	1.12184	158	158
5.80263	1.32307	1.11992	160	158
5.80331	1.317	1.12296	162	158
5.80805	1.32253	1.11483	164	158
4.1077	1.13917	4.99908	166	158
4.11081	1.13424	5.00196	168	158
3.82665	1.00505	2.11592	170	158
0.68039	2.13144	4.14935	172	158
3.8221	1.01125	2.13174	174	158
3.81997	1.01524	2.13807	176	158
4.45449	0.58062	1.66719	178	158
2.96434	1.61101	5.70767	180	158
4.45346	0.57934	1.66284	182	158
1.32057	2.56313	4.63311	184	158
1.31923	2.56332	4.63117	186	158
2.95619	1.60304	2.56281	188	158
3.28701	1.38279	2.218	190	158
1.47075	0.67563	3.45279	192	158
0.11861	1.97132	4.2477	0	160
1.04847	0.60307	0.75074	2	160
5.05943	1.15228	2.68889	4	160
0.96473	2.22566	2.44222	6	160
0.98178	2.23971	2.45643	8	160
4.10492	0.90418	2.26235	10	160
4.10638	0.908	2.26716	12	160
4.10446	0.91237	2.26816	14	160
4.10739	0.91286	2.26811	16	160
4.10615	0.91404	5.41167	18	160
4.103	0.91499	2.27367	20	160
4.11699	0.91476	2.26605	22	160
3.37832	1.67842	5.87412	24	160
3.39107	1.6706	5.87201	26	160
4.72993	0.42149	0.25156	28	160
3.39641	1.6647	5.87185	30	160
3.30661	1.81425	5.63305	32	160
3.30651	1.80109	5.63083	34	160
3.29874	1.80394	5.62836	36	160
3.30359	1.79496	5.62876	38	160
3.30359	1.79496	5.62876	40	160
2.02848	1.99943	3.9222	42	160
2.00839	2.01421	3.89944	44	160
2.01769	2.00858	3.90724	46	160
2.02135	2.00651	3.91849	48	160
2.02115	2.00788	3.91639	50	160
2.02406	2.00458	3.92183	52	160
2.02045	2.00938	3.91394	54	160
2.02091	2.00798	3.91623	56	160
2.02101	2.00901	3.91214	58	160
2.0211	2.00165	3.91736	60	160
0.06746	2.26191	4.1327	62	160
2.22198	1.91192	1.9485	64	160
0.51887	1.92514	4.34396	66	160
2.21205	1.90445	1.94356	68	160
4.10601	1.33209	4.94439	70	160
4.10932	1.33398	4.94509	72	160
4.1119	1.3351	4.94489	74	160
4.1134	1.33002	4.94326	76	160
4.11024	1.33411	4.94498	78	160
5.73949	1.35853	4.45485	80	160
4.20782	1.15505	5.28542	82	160
6.0243	1.04393	1.08265	84	160
4.21355	1.15197	5.275	86	160
4.20861	1.1557	5.28097	88	160
4.20883	1.15622	5.27782	90	160
6.02415	1.05389	1.08856	92	160
6.02555	1.05459	1.08705	94	160
4.1981	1.15451	2.13876	96	160
4.19829	1.15356	2.14117	98	160
4.19746	1.15446	2.14436	100	160
4.19862	1.15439	2.14277	102	160
4.19811	1.1542	2.14271	104	160
4.19484	1.14958	2.14457	106	160
6.03461	1.06349	1.08379	108	160
4.21246	1.14918	5.27407	110	160
4.21788	1.14536	5.26887	112	160
6.03751	1.07179	1.07958	114	160
4.18484	1.14867	2.15015	116	160
6.28084	0.98512	2.61052	118	160
6.27664	0.98105	2.61611	120	160
0.00218	0.98707	2.62144	122	160
4.27694	1.06719	2.3878	124	160
5.43867	2.35248	4.07148	126	160
5.13008	0.54768	1.28626	128	160
1.97967	2.59332	4.98894	130	160
1.98796	2.59275	4.99398	132	160
1.98313	2.59175	4.9967	134	160
1.98308	2.59213	4.98834	136	160
1.97991	2.5911	4.99237	138	160
1.98441	2.59313	4.99781	140	160
3.31462	1.41253	2.61964	142	160
2.90682	1.37504	3.00025	144	160
0.36824	0.90934	1.37574	146	160
0.35336	0.90836	1.3814	148	160
4.72878	2.63608	0.55179	150	160
4.71619	2.63829	0.53776	152	160
5.80506	1.32143	1.12703	154	160
5.8071	1.32439	1.12283	156	160
5.80036	1.3218	1.12775	158	160
5.8028	1.32006	1.1146	160	160
5.8024	1.3184	1.12913	162	160
5.80927	1.3177	1.11538	164	160
5.80222	1.31064	1.11945	166	160
4.10885	1.1337	4.99986	168	160
3.82335	1.00793	2.11991	170	160
3.82058	1.0079	2.13201	172	160
3.82568	1.01727	2.13256	174	160
2.95758	1.61916	5.7082	176	160
4.45076	0.57954	1.6582	178	160
4.44935	0.57886	1.66773	180	160
4.44797	0.58182	1.66561	182	160
4.46017	0.58028	1.65279	184	160
1.32092	2.56432	4.63021	186	160
2.95771	1.6149	2.56474	188	160
2.95583	1.6158	2.55953	190	160
3.29806	1.37695	2.21377	192	160
1.05293	0.60248	0.7571	0	162
0.15037	1.97515	4.24938	2	162
1.92491	1.98741	3.59541	4	162
1.92758	1.98867	3.58587	6	162
0.96842	2.22676	2.43796	8	162
0.98413	2.23599	2.46161	10	162
4.12472	0.90229	2.24776	12	162
0.98026	2.23876	2.46314	14	162
4.10868	0.90793	2.26262	16	162
4.1115	0.91103	2.26473	18	162
4.11142	0.9076	5.40523	20	162
4.11135	0.9125	2.26634	22	162
4.5871	0.68119	1.94189	24	162
3.30733	1.80421	5.62704	26	162
3.30755	1.80969	5.62828	28	162
3.30842	1.79904	5.63159	30	162
3.31287	1.79981	5.62954	32	162
4.59578	0.68619	1.93423	34	162
3.31332	1.79678	5.63008	36	162
3.31223	1.79436	5.62923	38	162
4.60526	0.68456	1.92374	40	162
3.31078	1.80281	5.63065	42	162
2.00758	2.00985	2.32986	44	162
2.02514	2.00261	3.91744	46	162
2.01651	2.00574	3.90916	48	162
2.0177	2.00595	3.90903	50	162
2.02297	2.00593	3.91967	52	162
2.02263	2.00706	3.91783	54	162
2.02469	2.0053	3.91882	56	162
2.0245	2.00813	3.91714	58	162
2.01694	2.0116	3.90832	60	162
2.02212	2.0139	3.90939	62	162
2.22404	1.90926	1.94481	64	162
2.22073	1.91581	1.94641	66	162
4.10564	1.33985	4.94149	68	162
4.10887	1.34181	4.94338	70	162
4.10995	1.33622	4.9448	72	162
4.11119	1.33586	4.94502	74	162
4.1096	1.33212	4.94336	76	162
4.11024	1.33056	4.94285	78	162
5.208	2.45105	2.45862	80	162
4.20467	1.15319	5.27874	82	162
6.03141	1.06221	1.08955	84	162
4.21189	1.15555	5.27455	86	162
4.2058	1.15527	5.27593	88	162
4.20848	1.1566	5.27651	90	162
4.20549	1.1557	5.2766	92	162
4.20732	1.1552	5.27624	94	162
4.20904	1.15779	5.27849	96	162
4.19681	1.15303	2.13991	98	162
4.19617	1.1499	2.14942	100	162
4.19293	1.15377	2.14778	102	162
4.19605	1.15229	2.14219	104	162
4.19377	1.14731	2.15069	106	162
6.03148	1.06441	1.08258	108	162
4.20965	1.14741	5.26964	110	162
6.0367	1.0683	1.08145	112	162
6.03277	1.06265	1.07799	114	162
