X	Y	phi1	phi	phi2
166.0,42.0,3.2779,1.43,5.63209
166.0,44.0,5.03562,0.66157,1.3384
166.0,46.0,5.04506,0.66248,1.33503
166.0,48.0,5.03986,0.66095,1.34221
166.0,50.0,5.04148,0.66209,1.34339
166.0,52.0,5.04184,0.66208,1.33838
166.0,54.0,5.04463,0.66134,1.33757
166.0,56.0,5.05081,0.66652,1.3296
166.0,58.0,5.04921,0.66769,1.32779
166.0,60.0,5.0447,0.67099,1.32923
166.0,62.0,5.04183,0.66726,1.33531
166.0,64.0,1.88689,2.47139,3.34986
166.0,66.0,1.97067,2.17528,3.89302
166.0,68.0,1.95628,2.19159,3.87087
166.0,70.0,1.96405,2.19465,2.31756
166.0,72.0,3.05077,1.75873,5.8091
166.0,74.0,3.05016,1.7608,5.80894
166.0,76.0,3.0468,1.76342,5.80829
166.0,78.0,3.05162,1.75644,5.81019
166.0,80.0,3.05089,1.75752,5.80718
166.0,82.0,3.04912,1.3849,5.84888
166.0,84.0,3.05544,1.38732,2.70825
166.0,86.0,3.04842,1.38746,2.70869
166.0,88.0,3.04668,1.39054,2.70768
166.0,90.0,3.04477,1.39462,2.70827
166.0,92.0,3.0509,1.39172,2.70705
166.0,94.0,4.53729,1.99794,6.093
166.0,96.0,1.12099,1.89127,3.62273
166.0,98.0,1.12764,1.88158,2.04445
166.0,100.0,1.12142,1.87729,2.04144
166.0,102.0,1.12477,1.88388,2.04305
166.0,104.0,1.12546,1.88313,2.04273
166.0,106.0,1.12451,1.88205,2.04265
166.0,108.0,1.12392,1.88396,2.04258
166.0,110.0,1.12552,1.88287,2.04287
166.0,112.0,1.12807,1.88214,2.04556
166.0,114.0,1.12496,1.8817,2.04104
166.0,116.0,1.12094,1.87748,2.04194
166.0,118.0,1.1202,1.87575,2.04463
166.0,120.0,3.4081,2.20111,6.08459
166.0,122.0,3.40573,2.19951,6.08573
166.0,124.0,3.40545,2.20022,6.08374
166.0,126.0,3.94724,1.03674,2.06684
166.0,128.0,3.9462,1.03597,5.21293
166.0,130.0,3.95369,1.03872,2.0635
166.0,132.0,2.64781,1.99834,2.16193
166.0,134.0,3.94843,1.04078,2.07166
166.0,136.0,0.80858,2.10275,4.21434
166.0,138.0,3.95219,1.03872,5.20869
166.0,140.0,3.95922,1.03766,5.20442
166.0,142.0,3.9649,1.04,5.19988
166.0,144.0,3.97276,1.04875,2.05704
166.0,146.0,3.97794,1.04398,5.19716
166.0,148.0,3.97511,1.03952,5.19858
166.0,150.0,3.82822,1.01574,2.1235
166.0,152.0,3.83119,1.01241,2.11573
166.0,154.0,2.56382,2.03456,2.20569
166.0,156.0,3.81353,1.01313,2.12921
166.0,158.0,4.1077,1.13917,4.99908
166.0,160.0,5.80222,1.31064,1.11945
166.0,162.0,5.80678,1.31106,1.11276
166.0,164.0,5.8057,1.31964,1.11505
166.0,166.0,5.80717,1.31279,1.11253
166.0,168.0,5.80674,1.31229,1.11101
166.0,170.0,5.80578,1.3148,1.11284
166.0,172.0,5.79861,1.31326,1.11217
166.0,174.0,5.79438,1.31602,1.10948
166.0,176.0,5.78635,1.3017,1.12415
166.0,178.0,5.78955,1.30211,1.12565
166.0,180.0,5.78286,1.30301,1.12185
166.0,182.0,5.78531,1.29346,1.12255
166.0,184.0,5.72114,0.93543,1.42307
166.0,186.0,5.73106,0.92856,1.41727
166.0,188.0,5.73367,0.93203,1.41532
166.0,190.0,5.73447,0.93255,1.4152
166.0,192.0,0.62892,2.59935,5.02452
168.0,0.0,4.2983,0.98826,2.25265
168.0,2.0,0.52322,2.58402,4.69225
168.0,4.0,0.51671,2.58015,4.68758
168.0,6.0,0.51564,2.58203,4.69214
168.0,8.0,0.51679,2.58154,4.693
168.0,10.0,0.51649,2.58399,4.69464
168.0,12.0,0.51965,2.581,4.69281
168.0,14.0,0.51486,2.58287,4.69249
168.0,16.0,0.51923,2.58435,4.68944
168.0,18.0,0.52295,2.58648,4.69264
168.0,20.0,0.53315,2.59558,4.69521
168.0,22.0,0.26062,2.06057,4.33043
168.0,24.0,0.26061,2.06085,4.34276
168.0,26.0,0.25621,2.06003,4.33144
168.0,28.0,0.26425,2.05444,4.33173
168.0,30.0,0.27065,2.06104,4.32787
168.0,32.0,0.26145,2.06479,4.32712
168.0,34.0,0.26961,2.05712,4.3432
168.0,36.0,3.29651,1.40862,5.63857
168.0,38.0,3.29047,1.41193,5.63649
168.0,40.0,5.04614,0.6662,1.32744
168.0,42.0,5.05194,0.66514,1.32896
168.0,44.0,5.04521,0.66298,1.33577
168.0,46.0,5.05266,0.66584,1.33085
168.0,48.0,5.04736,0.6629,1.33773
168.0,50.0,5.04524,0.66131,1.33647
168.0,52.0,3.28948,1.43004,5.63266
168.0,54.0,5.04902,0.66554,1.33248
168.0,56.0,5.05869,0.66687,1.32396
168.0,58.0,5.05647,0.66965,1.32185
168.0,60.0,5.0429,0.66563,1.33624
168.0,62.0,5.03867,0.66718,1.33982
168.0,64.0,1.91611,2.47544,3.38698
168.0,66.0,5.03039,0.66472,1.3516
168.0,68.0,4.26033,0.50721,1.96932
168.0,70.0,4.25724,0.50717,1.96854
168.0,72.0,3.0477,1.76735,5.80825
168.0,74.0,3.04824,1.7604,5.80887
168.0,76.0,3.04048,1.76592,5.80805
168.0,78.0,3.04616,1.76142,5.8071
168.0,80.0,3.04693,1.75525,5.81027
168.0,82.0,3.04399,1.75898,5.805
168.0,84.0,3.05003,1.38487,5.84839
168.0,86.0,3.0507,1.38984,5.84997
168.0,88.0,3.05817,1.39003,2.70738
168.0,90.0,3.05012,1.392,2.70695
168.0,92.0,3.05043,1.39449,2.70777
168.0,94.0,3.05165,1.39311,2.70863
168.0,96.0,1.11308,1.88258,3.62213
168.0,98.0,1.11799,1.87834,2.04419
168.0,100.0,1.12788,1.88402,2.04512
168.0,102.0,1.12567,1.88343,2.04317
168.0,104.0,1.12438,1.87396,2.04216
168.0,106.0,1.12142,1.87681,2.04122
168.0,108.0,1.12426,1.88305,2.0423
168.0,110.0,1.12589,1.88136,2.04317
168.0,112.0,1.1253,1.88008,2.04235
168.0,114.0,1.12385,1.88488,2.04427
168.0,116.0,1.12485,1.88288,2.0426
168.0,118.0,1.12848,1.88399,2.04562
168.0,120.0,5.70387,2.02152,4.36556
168.0,122.0,5.78384,1.14081,0.9692
168.0,124.0,3.94232,1.03505,2.07436
168.0,126.0,5.79118,1.13641,0.97785
168.0,128.0,3.94855,1.0389,2.06917
168.0,130.0,0.80604,2.10099,4.20999
168.0,132.0,3.94303,1.03939,2.07588
168.0,134.0,2.64467,1.99628,2.16163
168.0,136.0,2.6443,1.9973,2.16335
168.0,138.0,3.95197,1.04033,5.21117
168.0,140.0,3.95323,1.04072,5.21506
168.0,142.0,3.96816,1.04073,2.0528
168.0,144.0,5.80631,1.16248,0.98821
168.0,146.0,3.99036,1.05236,2.05275
168.0,148.0,3.97567,1.04514,5.20031
168.0,150.0,3.82417,1.01147,2.1185
168.0,152.0,3.83102,1.01176,5.2609
168.0,154.0,0.68848,2.13418,4.15655
168.0,156.0,0.68534,2.13021,4.15964
168.0,158.0,4.11081,1.13424,5.00196
168.0,160.0,4.10885,1.1337,4.99986
168.0,162.0,5.80757,1.31133,1.1131
168.0,164.0,5.8087,1.31228,1.11282
168.0,166.0,5.80531,1.31234,1.11132
168.0,168.0,5.80564,1.31361,1.11177
168.0,170.0,5.80572,1.31297,1.11478
168.0,172.0,5.80946,1.31434,1.10961
168.0,174.0,5.79461,1.31487,1.10772
168.0,176.0,5.78937,1.30909,1.11838
168.0,178.0,5.78729,1.30535,1.12044
168.0,180.0,5.78308,1.29976,1.12425
168.0,182.0,4.73731,2.61535,3.73149
168.0,184.0,5.73129,0.93501,1.41307
168.0,186.0,5.7319,0.9302,1.41755
168.0,188.0,5.73521,0.93526,1.41397
168.0,190.0,5.73396,0.93672,1.41246
168.0,192.0,5.73139,0.93282,1.41734
170.0,0.0,4.2504,0.98331,2.26825
170.0,2.0,0.5143,2.58419,4.68676
170.0,4.0,0.51368,2.58354,4.69199
170.0,6.0,0.51496,2.58227,4.68762
170.0,8.0,0.51908,2.58264,4.69144
170.0,10.0,0.51356,2.58256,4.69158
170.0,12.0,0.5175,2.58098,4.69018
170.0,14.0,0.51767,2.58366,4.69389
170.0,16.0,0.52017,2.58736,4.69566
170.0,18.0,2.10837,1.57858,2.59037
170.0,20.0,0.44099,1.1316,1.47968
170.0,22.0,0.44446,1.12219,1.46709
170.0,24.0,0.44568,1.12961,1.47454
170.0,26.0,0.44801,1.13149,1.47288
170.0,28.0,0.44387,1.13195,1.47269
170.0,30.0,0.96172,0.61086,0.96458
170.0,32.0,0.94278,0.60951,0.9839
170.0,34.0,0.27078,2.0456,4.34278
170.0,36.0,3.2977,1.39373,2.49173
170.0,38.0,1.95269,2.4699,3.43013
170.0,40.0,5.05732,0.66386,1.31851
170.0,42.0,5.04442,0.66438,1.33592
170.0,44.0,5.04506,0.66548,1.33115
170.0,46.0,5.04366,0.6622,1.33571
170.0,48.0,5.045,0.66242,1.33439
170.0,50.0,3.28539,1.42982,5.63278
170.0,52.0,5.04408,0.66242,1.33513
170.0,54.0,5.04811,0.66313,1.33432
170.0,56.0,5.05939,0.66635,1.32615
170.0,58.0,5.05618,0.66947,1.32227
170.0,60.0,5.05309,0.66693,1.32713
170.0,62.0,5.04645,0.66757,1.33669
170.0,64.0,5.05137,0.671,1.329
170.0,66.0,3.28697,1.42862,5.62636
170.0,68.0,4.24574,0.50936,1.97961
170.0,70.0,3.04319,1.76508,5.81022
170.0,72.0,3.04115,1.76359,5.80934
170.0,74.0,3.04055,1.76604,5.80757
170.0,76.0,3.04044,1.76611,5.80741
170.0,78.0,3.04861,1.75848,5.80961
170.0,80.0,3.03978,1.76276,5.8074
170.0,82.0,3.04717,1.76293,5.80646
170.0,84.0,3.04303,1.76803,5.80345
170.0,86.0,3.03716,1.39495,5.85287
170.0,88.0,3.04848,1.38651,5.84977
170.0,90.0,3.05909,1.3911,2.70447
170.0,92.0,3.04844,1.39547,2.7078
170.0,94.0,3.05571,1.39568,2.70646
170.0,96.0,4.54244,1.99696,6.09212
170.0,98.0,1.11999,1.87797,2.04639
170.0,100.0,1.12101,1.87711,2.0414
170.0,102.0,1.12676,1.88175,2.04021
170.0,104.0,1.12086,1.87707,2.04153
170.0,106.0,1.12129,1.87837,2.04033
170.0,108.0,1.12025,1.8773,2.04135
170.0,110.0,1.12406,1.88289,2.04251
170.0,112.0,1.12408,1.88273,2.04224
170.0,114.0,1.12721,1.88101,2.04261
170.0,116.0,1.12754,1.88181,2.04199
170.0,118.0,1.12193,1.88144,2.03935
170.0,120.0,1.16157,1.89336,2.0605
170.0,122.0,2.64137,1.99826,2.17705
170.0,124.0,0.80501,2.10579,4.21225
170.0,126.0,2.64886,1.99782,2.16005
170.0,128.0,3.9432,1.04035,2.07743
170.0,130.0,0.80815,2.10284,4.21431
170.0,132.0,0.80772,2.10272,4.2136
170.0,134.0,2.64694,1.99872,2.16685
170.0,136.0,0.813,2.10527,4.22034
170.0,138.0,3.94734,1.04007,2.07191
170.0,140.0,3.95297,1.0356,5.20858
170.0,142.0,3.97096,1.03994,5.19331
170.0,144.0,3.97693,1.03844,5.18753
170.0,146.0,3.99009,1.04288,2.04167
170.0,148.0,3.98696,1.04558,5.19959
170.0,150.0,3.91714,1.02465,5.22112
170.0,152.0,3.82537,1.01639,5.26734
170.0,154.0,3.82831,1.01082,2.1201
170.0,156.0,3.83027,1.01069,2.12635
170.0,158.0,3.82665,1.00505,2.11592
170.0,160.0,3.82335,1.00793,2.11991
170.0,162.0,4.10822,1.13555,5.00155
170.0,164.0,5.80837,1.31277,1.11382
170.0,166.0,5.8091,1.31284,1.11318
170.0,168.0,5.8067,1.31344,1.1107
170.0,170.0,5.80127,1.31464,1.10978
170.0,172.0,5.80221,1.31593,1.11269
170.0,174.0,5.80045,1.31277,1.11238
170.0,176.0,5.79651,1.30088,1.11532
170.0,178.0,5.79252,1.3,1.12222
170.0,180.0,1.3204,2.55593,4.61748
170.0,182.0,4.45122,0.58405,1.68118
170.0,184.0,4.47183,0.57841,1.65528
170.0,186.0,4.06697,1.45052,5.34809
170.0,188.0,4.45525,0.57947,1.67305
170.0,190.0,4.44623,0.57083,1.66854
170.0,192.0,5.73367,0.93203,1.41532
172.0,0.0,0.51475,2.57497,4.69683
172.0,2.0,0.51979,2.58122,4.69026
172.0,4.0,0.51867,2.58228,4.69075
172.0,6.0,0.51448,2.58258,4.69002
172.0,8.0,0.51604,2.58184,4.69051
172.0,10.0,0.51716,2.58636,4.69437
172.0,12.0,0.5162,2.58301,4.69322
172.0,14.0,0.51464,2.58061,4.69032
172.0,16.0,0.5173,2.5839,4.69135
172.0,18.0,0.54401,1.01893,1.55965
172.0,20.0,0.43882,1.1327,1.48093
172.0,22.0,0.4475,1.12665,1.46997
172.0,24.0,0.44183,1.13506,1.47792
172.0,26.0,0.44181,1.13308,1.47615
172.0,28.0,0.4432,1.13345,1.47749
172.0,30.0,0.4432,1.13345,1.47749
172.0,32.0,0.44202,1.13386,1.47319
172.0,34.0,0.44894,1.14205,1.47638
172.0,36.0,4.12208,0.99489,5.74287
172.0,38.0,4.13833,0.98489,2.59707
172.0,40.0,4.13221,0.98764,2.59888
172.0,42.0,3.27683,1.41126,2.48922
172.0,44.0,1.9187,2.47724,3.39008
172.0,46.0,5.04906,0.67092,1.32326
172.0,48.0,5.0369,0.66548,1.34013
172.0,50.0,5.03814,0.66715,1.33338
172.0,52.0,5.04905,0.66341,1.33423
172.0,54.0,5.04841,0.66379,1.33477
172.0,56.0,3.28811,1.42996,5.63332
172.0,58.0,5.05166,0.66768,1.33298
172.0,60.0,5.0601,0.67049,1.32028
172.0,62.0,5.04466,0.66727,1.33721
172.0,64.0,3.29068,1.42734,5.62765
172.0,66.0,5.04127,0.66557,1.34014
172.0,68.0,3.03874,1.7628,5.80768
172.0,70.0,3.04314,1.76049,5.81131
172.0,72.0,3.03997,1.76284,5.80705
172.0,74.0,3.04027,1.76599,5.80748
172.0,76.0,3.0478,1.76046,5.80849
172.0,78.0,3.04273,1.7621,5.80873
172.0,80.0,3.04257,1.76294,5.80857
172.0,82.0,3.04056,1.76338,5.80639
172.0,84.0,3.03949,1.76753,5.80581
172.0,86.0,3.04966,1.76225,5.80456
172.0,88.0,3.05238,1.38277,5.84735
172.0,90.0,3.05329,1.38227,5.8497
172.0,92.0,3.05019,1.38753,5.84788
172.0,94.0,3.04816,1.39546,2.70827
172.0,96.0,4.55111,1.99961,6.0825
172.0,98.0,1.11718,1.87882,2.04509
172.0,100.0,1.12036,1.88,2.0438
172.0,102.0,1.12221,1.87971,2.03715
172.0,104.0,1.12073,1.87779,2.04185
172.0,106.0,1.12337,1.87673,2.04332
172.0,108.0,1.13154,1.8788,2.0418
172.0,110.0,1.12041,1.8767,2.0396
172.0,112.0,1.12838,1.8847,2.04196
172.0,114.0,1.1213,1.87709,2.0424
172.0,116.0,1.12179,1.87806,2.04331
172.0,118.0,1.12874,1.88344,2.04366
172.0,120.0,1.14533,1.88922,2.05139
172.0,122.0,2.65242,1.98651,2.17387
172.0,124.0,2.64683,1.99766,2.16746
172.0,126.0,2.64999,2.00096,2.16621
172.0,128.0,2.64863,2.00072,2.16319
172.0,130.0,3.93681,1.03791,2.07453
172.0,132.0,3.94554,1.03453,2.07491
172.0,134.0,3.9463,1.03529,2.06647
172.0,136.0,3.9545,1.03698,5.20623
172.0,138.0,3.95418,1.03755,5.20195
172.0,140.0,3.96974,1.03733,5.19383
172.0,142.0,5.81547,1.17497,0.98795
172.0,144.0,3.97601,1.04514,2.05849
172.0,146.0,5.81409,1.16778,0.99343
172.0,148.0,3.99837,1.04759,2.04074
172.0,150.0,3.89127,1.02013,5.22942
172.0,152.0,3.82162,1.01816,2.13243
172.0,154.0,3.82641,1.01092,2.13111
172.0,156.0,3.82614,1.0135,2.12842
172.0,158.0,0.68039,2.13144,4.14935
172.0,160.0,3.82058,1.0079,2.13201
172.0,162.0,4.40277,0.58316,1.69925
172.0,164.0,5.79328,1.3119,1.11465
172.0,166.0,5.80317,1.31264,1.11488
172.0,168.0,5.80421,1.31455,1.11129
172.0,170.0,5.80375,1.31552,1.11364
172.0,172.0,5.80113,1.31136,1.10832
172.0,174.0,1.3153,2.56022,4.61978
172.0,176.0,1.32265,2.56349,4.62327
172.0,178.0,1.31984,2.55768,4.62313
172.0,180.0,1.32316,2.56316,4.62428
172.0,182.0,1.31083,2.56143,4.6138
172.0,184.0,4.45225,0.58167,1.67418
172.0,186.0,4.45021,0.5789,1.67333
172.0,188.0,4.45393,0.58135,1.6697
172.0,190.0,1.32226,2.55906,4.62631
172.0,192.0,5.73521,0.93526,1.41397
174.0,0.0,0.51514,2.58265,4.68405
174.0,2.0,0.5179,2.58169,4.68776
174.0,4.0,0.51697,2.58165,4.68646
174.0,6.0,0.51537,2.57962,4.6891
174.0,8.0,0.51779,2.57888,4.68789
174.0,10.0,0.51836,2.58382,4.69219
174.0,12.0,0.51624,2.58114,4.68924
174.0,14.0,0.51919,2.58235,4.68921
174.0,16.0,0.52153,2.58649,4.69351
174.0,18.0,0.51679,2.58245,4.69052
174.0,20.0,0.52287,2.58819,4.6975
174.0,22.0,0.4415,1.13,1.47822
174.0,24.0,0.4367,1.1375,1.483
174.0,26.0,0.44166,1.13289,1.47606
174.0,28.0,0.44361,1.13138,1.47314
174.0,30.0,0.4429,1.13224,1.47715
174.0,32.0,0.44431,1.11931,1.46351
174.0,34.0,0.4442,1.12117,1.46713
174.0,36.0,0.4524,1.13444,1.47549
174.0,38.0,4.12793,0.99715,2.59532
174.0,40.0,4.12727,0.99968,2.59842
174.0,42.0,4.12688,0.99857,2.59993
174.0,44.0,4.13027,0.99221,2.59479
174.0,46.0,4.12099,0.99708,2.59828
174.0,48.0,4.13122,0.98936,2.59767
174.0,50.0,3.28434,1.41129,2.49164
174.0,52.0,3.27954,1.4106,2.49191
174.0,54.0,3.28149,1.41547,5.63043
174.0,56.0,3.28504,1.43239,5.63447
174.0,58.0,5.04953,0.668,1.32953
174.0,60.0,5.05438,0.66829,1.32675
174.0,62.0,5.05764,0.66854,1.32341
174.0,64.0,5.05349,0.66561,1.33209
174.0,66.0,3.28941,1.43203,5.62734
174.0,68.0,3.04426,1.75748,5.80752
174.0,70.0,3.04185,1.76328,5.80744
174.0,72.0,3.04086,1.75888,5.80905
174.0,74.0,3.0425,1.76203,5.80908
174.0,76.0,3.04117,1.7638,5.80847
174.0,78.0,3.04371,1.76314,5.80811
174.0,80.0,3.04357,1.76254,5.80844
174.0,82.0,3.04518,1.76272,5.80782
174.0,84.0,3.04674,1.76043,5.80932
174.0,86.0,3.04131,1.76415,5.80891
174.0,88.0,3.04153,1.7639,5.80888
174.0,90.0,3.04189,1.76705,2.66729
174.0,92.0,0.00518,0.894,1.26842
174.0,94.0,5.53501,2.15013,2.73599
174.0,96.0,1.06196,1.90724,2.18819
174.0,98.0,4.21009,1.23263,2.51855
174.0,100.0,1.06297,1.90434,2.18567
174.0,102.0,1.1243,1.8781,2.04536
174.0,104.0,1.12519,1.87733,2.04283
174.0,106.0,1.1212,1.87804,2.04269
174.0,108.0,1.1243,1.88108,2.04285
174.0,110.0,1.12004,1.87456,2.03949
174.0,112.0,1.12611,1.87435,2.04304
174.0,114.0,1.12083,1.87086,2.03921
174.0,116.0,1.12861,1.8657,2.0434
174.0,118.0,6.25701,1.94304,4.40074
174.0,120.0,6.25981,1.94402,4.39821
174.0,122.0,6.24953,1.95487,4.39562
174.0,124.0,6.25576,1.97161,4.39889
174.0,126.0,3.95241,1.0513,2.08234
174.0,128.0,3.95459,1.04098,2.06387
174.0,130.0,1.86035,2.19341,3.37928
174.0,132.0,3.95903,1.03966,2.05421
174.0,134.0,3.9463,1.03994,2.07132
174.0,136.0,1.87055,2.19987,3.3919
174.0,138.0,3.97325,1.03979,5.1918
174.0,140.0,5.01269,0.94436,1.32167
174.0,142.0,5.81342,1.16471,0.98727
174.0,144.0,3.99312,1.0401,2.03799
174.0,146.0,5.81676,1.17288,0.99081
174.0,148.0,3.98893,1.04708,2.04455
174.0,150.0,3.9665,1.04223,5.20592
174.0,152.0,3.81684,1.01547,2.12452
174.0,154.0,3.82243,1.01795,2.1341
174.0,156.0,0.68342,2.12902,4.15343
174.0,158.0,3.8221,1.01125,2.13174
174.0,160.0,3.82568,1.01727,2.13256
174.0,162.0,4.44504,0.57739,1.67168
174.0,164.0,4.4456,0.58019,1.67698
174.0,166.0,4.45578,0.58194,1.66517
174.0,168.0,4.45481,0.58259,1.6621
174.0,170.0,1.31593,2.55945,4.6222
174.0,172.0,4.45564,0.58201,1.66253
174.0,174.0,4.4561,0.58132,1.6636
174.0,176.0,4.45766,0.57871,1.6678
174.0,178.0,4.45779,0.5813,1.66269
174.0,180.0,1.3055,2.55918,4.61055
174.0,182.0,4.46087,0.58085,1.65928
174.0,184.0,4.45073,0.585,1.68108
174.0,186.0,4.44534,0.58417,1.6838
174.0,188.0,1.3133,2.56209,4.614
174.0,190.0,1.32902,2.56063,4.62934
174.0,192.0,4.45525,0.57947,1.67305
176.0,0.0,0.5156,2.58216,4.68288
176.0,2.0,0.51668,2.5839,4.69278
176.0,4.0,0.51866,2.58508,4.68926
176.0,6.0,0.51184,2.58188,4.68746
176.0,8.0,0.51373,2.58337,4.69115
176.0,10.0,0.51569,2.58321,4.68856
176.0,12.0,0.51634,2.58116,4.69064
176.0,14.0,0.5185,2.58604,4.68958
176.0,16.0,0.5184,2.57919,4.68827
176.0,18.0,0.51441,2.58817,4.68925
176.0,20.0,0.52129,2.59084,4.70147
176.0,22.0,0.44163,1.13206,1.47812
176.0,24.0,0.44329,1.13462,1.47558
176.0,26.0,0.43884,1.13216,1.47603
176.0,28.0,0.4431,1.13244,1.47696
176.0,30.0,0.44303,1.13242,1.47743
176.0,32.0,0.44445,1.12342,1.46569
176.0,34.0,0.44372,1.11939,1.4634
176.0,36.0,0.44541,1.12309,1.47154
176.0,38.0,1.01983,2.16209,2.144
176.0,40.0,4.13936,0.99013,2.58276
176.0,42.0,4.12929,1.0005,2.59764
176.0,44.0,4.1304,1.00239,2.59998
176.0,46.0,4.12663,1.00189,2.60002
176.0,48.0,4.12973,0.99975,2.59957
176.0,50.0,4.12597,1.0009,2.60114
176.0,52.0,4.12965,0.99649,2.59522
176.0,54.0,3.2868,1.41042,2.48997
176.0,56.0,5.03903,0.66694,1.33643
176.0,58.0,5.04509,0.6683,1.3354
176.0,60.0,5.05622,0.6686,1.32499
176.0,62.0,5.04967,0.67088,1.3327
176.0,64.0,5.05453,0.67096,1.32722
176.0,66.0,3.28889,1.43703,5.62772
176.0,68.0,3.0284,1.76507,5.80786
176.0,70.0,3.03641,1.76687,5.80641
176.0,72.0,3.04,1.76098,5.80829
176.0,74.0,3.0467,1.76143,5.80909
176.0,76.0,3.04276,1.76065,5.81049
176.0,78.0,3.04667,1.76023,5.80799
176.0,80.0,3.04258,1.76034,5.80979
176.0,82.0,3.03966,1.76628,5.80738
176.0,84.0,3.04809,1.76609,5.80692
176.0,86.0,3.04253,1.77003,2.66545
176.0,88.0,3.04532,1.76482,2.66621
176.0,90.0,0.0051,0.89369,1.26854
176.0,92.0,5.82526,2.42002,4.34448
176.0,94.0,1.06898,1.90365,2.1899
176.0,96.0,1.0557,1.89979,2.18115
176.0,98.0,1.04976,1.89339,2.17161
176.0,100.0,1.05932,1.90548,2.18792
176.0,102.0,4.19632,1.24181,2.53326
176.0,104.0,1.06079,1.90391,2.18472
176.0,106.0,1.11908,1.87735,2.04296
176.0,108.0,1.12276,1.87538,2.03861
176.0,110.0,1.12444,1.86999,2.04026
176.0,112.0,6.25786,1.94093,4.40092
176.0,114.0,6.26373,1.95424,4.39734
176.0,116.0,1.68289,1.85753,1.97633
176.0,118.0,6.27607,1.95616,4.40184
176.0,120.0,6.27684,1.95921,4.40279
176.0,122.0,6.27518,1.95709,4.39978
176.0,124.0,6.27014,1.9612,4.39679
176.0,126.0,1.47218,0.66192,3.45195
176.0,128.0,1.86435,2.19616,3.39074
176.0,130.0,1.86647,2.1975,3.38487
176.0,132.0,1.86449,2.20141,3.38155
176.0,134.0,1.87009,2.19875,3.3878
176.0,136.0,1.8698,2.20096,3.38352
176.0,138.0,1.86707,2.20183,3.38329
176.0,140.0,1.87377,2.20103,3.38929
176.0,142.0,5.02,0.94299,1.31913
176.0,144.0,5.81517,1.17224,0.98565
176.0,146.0,3.98328,1.042,2.04945
176.0,148.0,3.99693,1.04041,2.03899
176.0,150.0,3.98711,1.03854,5.18591
176.0,152.0,3.81238,1.01344,2.13294
176.0,154.0,3.83028,1.0076,2.12339
176.0,156.0,3.8319,1.01298,2.12947
176.0,158.0,3.81997,1.01524,2.13807
176.0,160.0,2.95758,1.61916,5.7082
176.0,162.0,4.45015,0.58155,1.66543
176.0,164.0,4.45746,0.58121,1.66519
176.0,166.0,4.44657,0.58223,1.66787
176.0,168.0,4.45893,0.58037,1.6597
176.0,170.0,4.46037,0.5801,1.66018
176.0,172.0,4.45578,0.57999,1.66421
176.0,174.0,4.46126,0.58016,1.65982
176.0,176.0,1.31481,2.56122,4.61989
176.0,178.0,4.45509,0.58357,1.66684
176.0,180.0,4.45675,0.57875,1.66844
176.0,182.0,4.4524,0.57823,1.67514
176.0,184.0,4.45174,0.5813,1.67784
176.0,186.0,4.4491,0.58293,1.67736
176.0,188.0,4.44524,0.58353,1.68649
176.0,190.0,1.31305,2.56056,4.60889
176.0,192.0,4.45393,0.58135,1.6697
178.0,0.0,0.5221,2.58553,4.68909
178.0,2.0,0.51592,2.58097,4.68846
178.0,4.0,0.51545,2.58083,4.69039
178.0,6.0,0.52052,2.58341,4.69409
178.0,8.0,0.51615,2.58207,4.68891
178.0,10.0,0.51617,2.58229,4.69041
178.0,12.0,0.51542,2.58252,4.69197
178.0,14.0,0.51569,2.58287,4.69122
178.0,16.0,0.5179,2.57996,4.68977
178.0,18.0,0.52169,2.58669,4.69871
178.0,20.0,0.5186,2.58488,4.69727
178.0,22.0,0.54347,1.01419,1.55703
178.0,24.0,0.44162,1.13088,1.4775
178.0,26.0,0.4373,1.12431,1.4803
178.0,28.0,0.44413,1.12336,1.47319
178.0,30.0,0.43825,1.12802,1.47343
178.0,32.0,6.22156,1.30963,2.64328
178.0,34.0,6.22069,1.3127,2.63746
178.0,36.0,6.21462,1.32154,2.63358
178.0,38.0,1.04713,2.1639,2.16914
178.0,40.0,4.13896,0.99404,2.58433
178.0,42.0,4.14654,0.9921,2.57458
178.0,44.0,4.13004,1.00202,2.59884
178.0,46.0,4.12914,1.00177,2.60038
178.0,48.0,4.13775,0.99971,2.58823
178.0,50.0,4.12586,1.00161,2.60038
178.0,52.0,4.12243,1.0051,2.60244
178.0,54.0,4.12085,0.99603,2.59528
178.0,56.0,3.27899,1.41419,2.4806
178.0,58.0,3.28668,1.41524,2.48646
178.0,60.0,5.05804,0.67338,1.32233
178.0,62.0,5.05346,0.66802,1.32792
178.0,64.0,5.05967,0.67099,1.32372
178.0,66.0,5.05614,0.66903,1.32768
178.0,68.0,3.03621,1.75993,5.80889
178.0,70.0,3.03788,1.76876,5.80762
178.0,72.0,3.04336,1.75953,5.81094
178.0,74.0,3.04766,1.76066,5.80863
178.0,76.0,3.04239,1.76066,5.81021
178.0,78.0,3.04005,1.76587,5.80709
178.0,80.0,3.04119,1.76406,5.80827
178.0,82.0,3.04299,1.76305,5.81053
178.0,84.0,3.04383,1.76605,5.80701
178.0,86.0,3.04552,1.76914,2.66582
178.0,88.0,0.00383,0.90621,1.27161
178.0,90.0,5.82704,2.41779,4.34841
178.0,92.0,5.82721,2.41099,4.35684
178.0,94.0,5.82594,2.41685,4.35502
